customerID,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Serviço_Telefonico,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn,Servico_Internet
1448-PWKYE,MASCULINO,0,Yes,Yes,1,,Fiber optic,No,No,No,Month-to-month,Electronic check,80.0,80.0,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7501-IWUNG,FEMININO,0,Yes,Yes,61,,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),19.6,4616.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4957-TREIR,MASCULINO,0,No,No,3,,DSL,Yes,Yes,Yes,Month-to-month,Credit card (automatic),19.6,195.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7251-LJBQN,FEMININO,1,No,No,40,,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),19.6,4188.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8040-MNRTF,FEMININO,0,No,No,1,,Fiber optic,No,No,No,Month-to-month,Mailed check,19.6,71.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1536-HBSWP,FEMININO,0,No,No,1,,DSL,No,Yes,No,Month-to-month,Electronic check,19.6,49.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5313-FPXWG,MASCULINO,0,No,No,51,,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.6,1266.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0067-DKWBL,MASCULINO,1,No,No,2,,DSL,Yes,No,No,Month-to-month,Electronic check,19.6,91.1,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0946-FKYTX,MASCULINO,0,No,No,52,,DSL,No,No,No,One year,Mailed check,19.6,1623.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5076-YVXCM,MASCULINO,0,No,No,51,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),83.4,4149.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8262-COGGB,MASCULINO,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.45,20.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6663-JOCQO,MASCULINO,0,Yes,Yes,31,,DSL,Yes,Yes,No,One year,Bank transfer (automatic),75.25,2344.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9620-QJREV,MASCULINO,0,No,Yes,47,,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.55,1013.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2276-YDAVZ,FEMININO,0,No,No,3,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.1,270.7,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2682-KEVRP,FEMININO,1,No,No,22,,No,No internet service,No internet service,No internet service,One year,Mailed check,20.05,417.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2480-JZOSN,FEMININO,0,Yes,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.65,20.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0078-XZMHT,MASCULINO,0,Yes,No,72,,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),85.15,6316.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5896-NPFWW,MASCULINO,0,Yes,Yes,3,,DSL,No,No,No,Month-to-month,Electronic check,50.15,168.15,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9978-HYCIN,MASCULINO,1,Yes,Yes,47,,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),84.95,4018.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8338-QIUNR,MASCULINO,0,Yes,Yes,72,,DSL,Yes,Yes,No,Two year,Credit card (automatic),66.5,4811.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1525-LNLOJ,MASCULINO,0,Yes,Yes,66,,DSL,No,No,Yes,Two year,Bank transfer (automatic),63.3,4189.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9450-TRJUU,MASCULINO,0,No,No,35,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,83.15,2848.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1766-GKNMI,MASCULINO,0,No,No,29,,Fiber optic,No,No,No,Month-to-month,Electronic check,84.9,2516.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6942-LBFDP,FEMININO,0,No,No,2,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.55,33.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1456-TWCGB,MASCULINO,0,No,No,4,,DSL,No,No,No,Month-to-month,Mailed check,49.25,208.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7133-VBDCG,FEMININO,0,No,No,25,,Fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),79.85,2015.35,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7596-ZYWBB,FEMININO,0,No,No,65,,DSL,Yes,Yes,No,Two year,Mailed check,59.6,3739.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8329-UTMVM,MASCULINO,1,No,No,27,,Fiber optic,No,Yes,Yes,One year,Bank transfer (automatic),104.65,2964.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3014-WJKSM,MASCULINO,0,Yes,No,29,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.3,2263.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3347-YJZZE,MASCULINO,0,Yes,Yes,29,,DSL,No,No,Yes,Month-to-month,Credit card (automatic),80.1,2211.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1029-QFBEN,MASCULINO,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.55,19.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7929-DMBCV,FEMININO,0,Yes,No,20,,Fiber optic,No,Yes,No,Month-to-month,Mailed check,81.0,1683.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9661-JALZV,FEMININO,0,No,No,58,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.7,1519.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5433-KYGHE,FEMININO,0,No,Yes,14,,Fiber optic,Yes,Yes,No,Month-to-month,Mailed check,86.0,1164.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4312-KFRXN,MASCULINO,0,Yes,No,72,,No,No internet service,No internet service,No internet service,Two year,Mailed check,25.4,1710.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5575-TPIZQ,MASCULINO,0,No,No,46,,Fiber optic,Yes,No,Yes,Month-to-month,Credit card (automatic),89.15,4245.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0114-IGABW,FEMININO,0,Yes,No,71,,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),58.25,4145.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9944-AEXBM,MASCULINO,0,No,No,32,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),85.65,2664.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1853-ARAAQ,FEMININO,0,No,No,26,,DSL,No,No,Yes,Month-to-month,Credit card (automatic),50.35,1277.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6952-OMNWB,MASCULINO,1,Yes,No,68,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),80.35,5589.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4697-LUPSU,MASCULINO,0,Yes,Yes,2,,No,No internet service,No internet service,No internet service,One year,Mailed check,20.2,34.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8434-VGEQQ,MASCULINO,0,Yes,Yes,61,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.55,1305.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4952-YSOGZ,FEMININO,0,Yes,Yes,4,,Fiber optic,No,No,No,Month-to-month,Electronic check,85.95,381.3,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1589-AGTLK,MASCULINO,0,No,No,3,,DSL,No,No,No,Month-to-month,Electronic check,45.35,141.5,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5244-IRFIH,MASCULINO,1,Yes,No,33,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,94.5,3105.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6549-YMFAW,MASCULINO,1,Yes,No,9,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,21.25,204.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4950-HKQTE,FEMININO,0,No,No,22,,No,No internet service,No internet service,No internet service,Two year,Mailed check,26.25,605.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6786-OBWQR,FEMININO,0,Yes,Yes,5,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,80.85,356.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2684-EIWEO,FEMININO,1,No,No,30,,Fiber optic,Yes,No,No,Month-to-month,Credit card (automatic),91.7,2758.15,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2753-JMMCV,MASCULINO,0,No,No,65,,DSL,No,Yes,No,Two year,Credit card (automatic),74.2,4805.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6439-GTPCA,FEMININO,0,No,No,45,,Fiber optic,No,Yes,No,Month-to-month,Electronic check,87.25,3941.7,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6621-YOBKI,MASCULINO,0,No,No,5,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,92.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1216-JWVUX,MASCULINO,0,Yes,Yes,25,,Fiber optic,No,No,No,Month-to-month,Electronic check,75.5,1901.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7564-GHCVB,FEMININO,0,Yes,Yes,72,,Fiber optic,Yes,No,No,Two year,Bank transfer (automatic),79.05,5730.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1173-NOEYG,FEMININO,0,Yes,No,27,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),90.15,2423.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7595-EHCDL,MASCULINO,0,Yes,Yes,32,,DSL,No,No,Yes,Month-to-month,Credit card (automatic),50.6,1653.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6647-ZEDXT,FEMININO,0,No,No,30,,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),110.45,3327.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2521-NPUZR,MASCULINO,0,Yes,No,70,,Fiber optic,Yes,Yes,No,Two year,Credit card (automatic),101.0,7085.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1307-TVUFB,MASCULINO,1,No,No,42,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),79.35,3344.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7503-MIOGA,FEMININO,1,Yes,No,72,,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),89.85,6697.35,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4381-MHQDC,FEMININO,0,No,No,47,,DSL,Yes,Yes,No,Two year,Mailed check,65.0,2879.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6923-JHPMP,FEMININO,0,No,No,2,,Fiber optic,Yes,No,No,Month-to-month,Electronic check,80.45,137.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5138-WVKYJ,MASCULINO,0,No,No,10,,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,98.55,1008.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4018-PPNDW,FEMININO,0,Yes,Yes,61,,No,No internet service,No internet service,No internet service,Two year,Mailed check,24.1,1551.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1635-FJFCC,FEMININO,0,No,No,5,,DSL,No,No,No,Month-to-month,Credit card (automatic),44.05,202.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2499-AJYUA,FEMININO,1,Yes,No,72,,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),110.8,7882.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6919-ELBGL,MASCULINO,1,Yes,Yes,72,,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.95,8196.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3966-HRMZA,FEMININO,1,No,No,3,,Fiber optic,No,No,No,Month-to-month,Mailed check,75.05,202.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6425-JWTDV,MASCULINO,0,Yes,No,48,,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.25,855.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8405-IGQFX,FEMININO,0,No,No,63,,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),90.05,5817.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8224-IVVPA,FEMININO,0,No,No,27,,DSL,Yes,No,No,Month-to-month,Mailed check,56.7,1652.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9477-LGWQI,MASCULINO,0,Yes,Yes,70,,DSL,Yes,No,Yes,Two year,Credit card (automatic),80.15,5600.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1410-RSCMR,MASCULINO,0,Yes,Yes,7,,DSL,Yes,Yes,No,Month-to-month,Credit card (automatic),71.35,515.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3115-CZMZD,MASCULINO,0,No,Yes,0,,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.25,40.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0139-IVFJG,FEMININO,0,Yes,No,2,,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,90.35,190.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6683-VLCTZ,MASCULINO,1,No,No,20,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,98.55,1842.8,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5730-DBDSI,MASCULINO,0,No,No,66,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.7,1253.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0030-FNXPP,FEMININO,0,No,No,3,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.85,57.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2189-WWOEW,FEMININO,0,No,Yes,15,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),85.9,1269.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5684-FJVYR,FEMININO,0,Yes,Yes,72,,Fiber optic,Yes,Yes,No,Two year,Bank transfer (automatic),90.35,6563.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4013-GUXND,MASCULINO,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.8,20.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
